adult,budget,original_language,popularity,revenue,runtime,title,vote_average,vote_count,genres_list,production_companies_list,production_countries_list,spoken_languages_list,release_year,movieId
False,20000000,en,5.549609,86865564.0,86.0,Epic Movie,3.2,334.0,"['Action', 'Adventure', 'Comedy']","['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'New Regency Pictures', 'Paul Schiff Productions']",['United States of America'],['English'],2007,50798
False,50000000,en,2.159558,82169884.0,121.0,Hannibal Rising,6.0,666.0,"['Crime', 'Drama', 'Thriller']","['Ingenious Film Partners', 'ETIC Films', 'Quinta Communications', 'Dino De Laurentiis Company', 'Zephyr Films', 'Young Hannibal Productions', 'Carthago Films S.a.r.l.']","['United Kingdom', 'Czech Republic', 'France', 'Italy']","['English', 'Deutsch', 'Pусский']",2007,50804
False,60000000,en,7.667874,95673607.0,101.0,Norbit,5.0,434.0,['Comedy'],"['DreamWorks SKG', 'Davis Entertainment', 'Tollin/Robbins Productions']",['United States of America'],['English'],2007,50806
False,150000000,en,20.50803,623722818.0,111.0,Ratatouille,7.5,4510.0,"['Animation', 'Comedy', 'Family', 'Fantasy']","['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],['English'],2007,50872
False,15500000,en,8.960677,7385434.0,95.0,It's a Boy Girl Thing,6.3,279.0,"['Comedy', 'Fantasy', 'Romance']","['Prospero Pictures', 'Icon Entertainment International', 'Scion Films', 'Rocket Pictures', 'Alliance Atlantis Motion Picture Production']","['Canada', 'United States of America', 'United Kingdom']",['English'],2006,50954
False,110000000,en,11.902354,228738393.0,114.0,Ghost Rider,5.2,1754.0,"['Thriller', 'Action', 'Fantasy', 'Horror']","['Columbia Pictures Corporation', 'Relativity Media', 'Michael De Luca Productions', 'Marvel Enterprises', 'Crystal Sky Pictures', 'GH One', 'Vengeance Productions Pty. Ltd.']","['United States of America', 'Australia']",['English'],2007,51077
False,40000000,en,7.196688,145896422.0,96.0,Music and Lyrics,6.2,569.0,"['Comedy', 'Music', 'Romance']","['Village Roadshow Pictures', 'Castle Rock Entertainment', 'Reserve Room', 'Flower Films (II)']",['United States of America'],['English'],2007,51084
False,12000000,en,13.535195,80573774.0,121.0,Hot Fuzz,7.4,2252.0,"['Crime', 'Action', 'Comedy']","['Universal Pictures', 'Big Talk Productions', 'StudioCanal', 'GAGA', 'Working Title Films']",['United Kingdom'],['English'],2007,51255
False,70000000,en,9.41746,76066841.0,96.0,Next,5.9,880.0,"['Action', 'Science Fiction', 'Thriller']","['Paramount Pictures', 'Virtual Studios', 'Revolution Studios', 'Saturn Films', 'Broken Road Productions']",['United States of America'],"['English', 'Français', 'Deutsch']",2007,51412
False,65000000,en,19.083823,84785914.0,157.0,Zodiac,7.3,2080.0,"['Crime', 'Drama', 'Mystery', 'Thriller']","['Paramount Pictures', 'Warner Bros.', 'Phoenix Pictures']",['United States of America'],['English'],2007,51540
False,11000000,ko,9.386916,88489643.0,119.0,The Host,6.7,546.0,"['Horror', 'Drama', 'Science Fiction']","['Cineclick Asia', 'Happinet Pictures', 'Cheongeoram', 'CJ Capital Investment']",['South Korea'],['한국어/조선말'],2006,51709
False,16500000,en,7.829737,37311672.0,120.0,Becoming Jane,6.9,325.0,"['Drama', 'Romance']","['Ecosse Films', 'Bueprint Pictures']","['United Kingdom', 'United States of America']","['English', 'Türkçe']",2007,51834
False,20000000,en,10.163764,84146832.0,96.0,Premonition,5.8,391.0,"['Thriller', 'Drama', 'Mystery']","['TriStar Pictures', 'Hyde Park Films', 'Offspring Entertainment']",['United States of America'],['English'],2007,51925
False,20000000,en,10.763622,22217407.0,89.0,Dead Silence,6.2,533.0,['Horror'],"['Universal Pictures', 'Twisted Pictures', 'Evolution Entertainment']",['United States of America'],['English'],2007,51927
False,20000000,en,10.027137,22222308.0,124.0,Reign Over Me,7.1,340.0,['Drama'],"['Columbia Pictures', 'Happy Madison Productions', 'Sunlight Productions', 'Relativity Media']",['United States of America'],['English'],2007,51931
False,61000000,en,14.246918,95696996.0,124.0,Shooter,6.9,1495.0,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']","['Paramount Pictures', 'Di Bonaventura Pictures', 'Grosvenor Park Impact Productions']",['United States of America'],['English'],2007,51935
False,34000000,en,11.358363,95608995.0,90.0,TMNT,6.0,349.0,"['Adventure', 'Animation', 'Comedy', 'Family']","['The Weinstein Company', 'Imagi Animation Studios', 'Warner Bros.', 'Mirage Studios', 'Imagi Production']",['United States of America'],['English'],2007,51939
False,21000000,nl,7.440511,26193068.0,145.0,Black Book,7.2,288.0,"['Drama', 'Thriller', 'War']","['CoBo Fund', 'Studio Babelsberg', 'Motel Films', 'Motion Investment Group', 'Egoli Tossell Film AG', 'Filmförderungsanstalt (FFA)', 'Nederlands Fonds voor de Film', 'Medienboard Berlin-Brandenburg', 'uFilm', 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'Fu Works', 'Hector BV', 'Media Programme of the European Community', 'Euroimages Fund of the Council of Europe', 'ContentFilm International', 'Clockwork Pictures']","['Netherlands', 'Germany', 'United Kingdom']","['Nederlands', 'Deutsch', 'English', 'עִבְרִית']",2006,52042
False,150000000,en,10.529576,169332978.0,95.0,Meet the Robinsons,6.7,787.0,"['Animation', 'Comedy', 'Family']","['Walt Disney Pictures', 'Walt Disney Animation Studios']",['United States of America'],['English'],2007,52287
False,50000000,en,12.715571,32017803.0,107.0,Sunshine,7.0,1210.0,"['Science Fiction', 'Thriller']","['DNA Films', 'Ingenious Film Partners', 'UK Film Council', 'Moving Picture Company (MPC)']","['United Kingdom', 'United States of America']",['English'],2007,52328
False,20000000,en,18.006896,117760134.0,105.0,Disturbia,6.6,1038.0,"['Thriller', 'Drama', 'Mystery']","['Paramount Pictures', 'DreamWorks SKG', 'Cold Spring Pictures', 'Montecito Picture Company, The']",['United States of America'],"['English', 'Español']",2007,52458
False,19000000,en,7.712309,35300645.0,80.0,Vacancy,6.0,406.0,"['Horror', 'Thriller']","['Screen Gems', 'Hal Lieberman Company']",['United States of America'],['English'],2007,52644
False,25000000,en,10.19853,229736344.0,90.0,Mr. Bean's Holiday,6.1,682.0,"['Family', 'Comedy']","['Tiger Aspect Productions', 'Working Title Films']","['United Kingdom', 'United States of America', 'France', 'Germany']","['English', 'Français', 'Pусский']",2007,52694
False,22000000,ja,9.409701,68000000.0,115.0,Tales from Earthsea,6.5,278.0,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction']","['Walt Disney Pictures', 'Studio Ghibli', 'Hakuhodo DY Media Partners', 'Mitsubishi', 'Nibariki', 'GNDHDDT', 'Nippon Television Network (NTV)']",['Japan'],['日本語'],2006,52806
False,2380000,en,2.514638,8176544.0,101.0,This Is England,7.4,370.0,"['Drama', 'Crime']","['EM Media', 'UK Film Council', 'Screen Yorkshire', 'Big Arty Productions']",['United Kingdom'],['English'],2006,52952
False,30000000,en,9.058516,219076518.0,129.0,Knocked Up,6.2,1255.0,"['Comedy', 'Romance', 'Drama']","['Universal Pictures', 'Apatow Productions']",['United States of America'],['English'],2007,52973
False,50000000,en,7.768045,90450008.0,117.0,Hairspray,6.5,738.0,"['Family', 'Comedy', 'Music', 'Romance']","['New Line Cinema', 'Ingenious Film Partners', 'Offspring Entertainment', 'Zadan / Meron Productions']","['United Kingdom', 'United States of America']",['English'],2007,52975
False,160000000,en,14.072479,798958165.0,93.0,Shrek the Third,6.0,2355.0,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']","['DreamWorks SKG', 'DreamWorks Animation']",['United States of America'],['English'],2007,53121
False,160000,en,10.357064,20710513.0,85.0,Once,7.4,457.0,"['Drama', 'Music', 'Romance']","['Summit Entertainment', 'Samson Films', 'RTE']",['Ireland'],['English'],2007,53123
False,300000000,en,31.363664,961000000.0,169.0,Pirates of the Caribbean: At World's End,6.9,4627.0,"['Adventure', 'Fantasy', 'Action']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']",['United States of America'],['English'],2007,53125
False,20000000,en,7.423812,41637263.0,120.0,Mr. Brooks,6.8,543.0,"['Drama', 'Crime', 'Mystery', 'Thriller']","['Tig Productions', 'Eden Rock Media', 'Element Films', 'Relativity Media']",['United States of America'],['English'],2007,53129
False,85000000,en,12.16276,311312624.0,122.0,Ocean's Thirteen,6.5,2040.0,"['Crime', 'Thriller']","['Village Roadshow Pictures', 'Section Eight', 'Jerry Weintraub Productions', 'Warner Bros.']",['United States of America'],"['Español', 'English', 'Français']",2007,53322
False,10200000,en,8.916747,35619521.0,93.0,Hostel: Part II,5.6,464.0,['Horror'],"['Lions Gate Films', 'Next Entertainment', 'Screen Gems']",['United States of America'],"['English', 'Polski']",2007,53435
False,85000000,en,11.526339,149044513.0,85.0,Surf's Up,5.9,616.0,"['Animation', 'Comedy', 'Family']","['Columbia Pictures', 'Sony Pictures Animation']",['United States of America'],['English'],2007,53460
False,25000000,en,13.412137,25037897.0,113.0,Death Proof,6.7,1359.0,"['Action', 'Thriller']","['The Weinstein Company', 'Dimension Films', 'Troublemaker Studios', 'Rodriguez International Pictures']",['United States of America'],['English'],2007,53519
False,10000000,en,9.604564,7177143.0,126.0,Rescue Dawn,6.9,339.0,"['Adventure', 'Drama', 'War']",['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],['English'],2006,53550
False,9000000,en,8.832907,46.0,90.0,Death at a Funeral,6.9,508.0,"['Comedy', 'Drama']","['Sidney Kimmel Entertainment', 'Parabolic Pictures', 'Stable Way Entertainment', 'Target Media Entertainment']",['United Kingdom'],['English'],2007,53956
False,110000000,en,14.886039,383531464.0,128.0,Live Free or Die Hard,6.4,2122.0,"['Action', 'Thriller']","['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Cheyenne Enterprises', 'Wintergreen Productions']","['United Kingdom', 'United States of America']","['English', 'Italiano', 'Français']",2007,53972
False,175000000,en,9.156877,173000000.0,96.0,Evan Almighty,5.3,1194.0,"['Fantasy', 'Comedy', 'Family']","['Columbia Pictures', 'Universal Pictures', 'Spyglass Entertainment', 'Shady Acres Entertainment', 'Original Film', 'Playtone', 'Relativity Media']",['United States of America'],['English'],2007,53993
False,150000000,en,5.587707,709709780.0,144.0,Transformers,6.6,4113.0,"['Adventure', 'Science Fiction', 'Action']","['Paramount Pictures', 'DreamWorks SKG', 'Amblin Entertainment', 'Di Bonaventura Pictures', 'Platinum Dunes', 'thinkfilm', 'SprocketHeads', 'Hasbro Studios', 'Revolution Sun Studios']",['United States of America'],"['Español', 'English']",2007,53996
False,150000000,en,21.3643,938212738.0,138.0,Harry Potter and the Order of the Phoenix,7.4,5633.0,"['Adventure', 'Fantasy', 'Family', 'Mystery']","['Warner Bros.', 'Heyday Films']","['United Kingdom', 'United States of America']",['English'],2007,54001
False,85000000,en,6.645799,186072214.0,115.0,I Now Pronounce You Chuck & Larry,5.8,640.0,"['Comedy', 'Romance']","['Universal Pictures', 'Happy Madison Productions']",['United States of America'],['English'],2007,54004
False,70000000,en,14.784525,135560026.0,127.0,Stardust,7.2,1215.0,"['Adventure', 'Fantasy', 'Romance', 'Family']","['Paramount Pictures', 'Ingenious Film Partners', 'Di Bonaventura Pictures', 'Marv Films', 'Vaughn Productions']","['Iceland', 'United Kingdom', 'United States of America']",['English'],2007,54259
False,75000000,en,14.302911,527068851.0,87.0,The Simpsons Movie,6.9,2335.0,"['Animation', 'Comedy', 'Family']","['Gracie Films', 'Twentieth Century Fox Film Corporation']",['United States of America'],['English'],2007,54272
False,28000000,en,9.672317,92601050.0,104.0,No Reservations,6.1,336.0,['Comedy'],"['Village Roadshow Pictures', 'Castle Rock Entertainment', 'Warner Bros.', 'Storefront Pictures', 'WV Films III']","['Australia', 'United States of America']",['English'],2007,54276
False,70000000,en,18.173269,442824138.0,115.0,The Bourne Ultimatum,7.3,2938.0,"['Action', 'Drama', 'Mystery', 'Thriller']","['Universal Pictures', 'The Kennedy/Marshall Company', 'Ludlum Entertainment', 'Motion Picture BETA Produktionsgesellschaft', 'Bourne Again']","['Germany', 'United States of America']","['English', 'Français', 'العربية', 'Pусский', 'Español']",2007,54286
False,20000000,en,16.205105,121463226.0,113.0,Superbad,7.0,2152.0,['Comedy'],"['Columbia Pictures', 'Apatow Productions']",['United States of America'],['English'],2007,54503
False,70000000,en,13.842333,86658558.0,110.0,The Kingdom,6.5,517.0,"['Thriller', 'Action', 'Drama']","['Universal Pictures', 'Forward Pass', 'Relativity Media', 'FilmWorks', 'MDBF Zweite Filmgesellschaft']","['Germany', 'United States of America']","['العربية', 'English']",2007,54736
False,80000000,en,5.228837,15071514.0,99.0,The Invasion,5.7,366.0,"['Science Fiction', 'Thriller']","['Village Roadshow Pictures', 'Vertigo Entertainment', 'Silver Pictures', 'Warner Bros.']","['United States of America', 'Australia']","['Pусский', 'English']",2007,54771
False,25000000,en,12.077833,40452643.0,103.0,War,6.0,422.0,"['Action', 'Thriller', 'Crime']","['Mosaic Media Group', 'Current Entertainment', 'Lionsgate', 'Fierce Entertainment', 'Province of British Columbia Production Services Tax Credit', 'Rogue Films']","['United States of America', 'Canada']","['广州话 / 廣州話', 'English', '日本語', '普通话']",2007,54775
False,20000000,en,6.764056,47738099.0,106.0,The Nanny Diaries,6.1,335.0,"['Comedy', 'Drama', 'Romance']","['The Weinstein Company', 'FilmColony']",['United States of America'],['English'],2007,54780
False,15000000,en,11.607678,80253908.0,109.0,Halloween,5.9,510.0,['Horror'],"['Dimension Films', 'Spectacle Entertainment Group', 'Nightfall Productions']",['United States of America'],['English'],2007,54785
False,20000000,en,6.612175,16974459.0,105.0,Death Sentence,6.4,303.0,"['Action', 'Crime', 'Drama', 'Thriller']","['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Baldwin Entertainment Group', 'Hyde Park Entertainment', 'Brass Hat Films']",['United States of America'],['English'],2007,54787
False,39000000,en,7.259086,26820641.0,86.0,Shoot 'Em Up,6.3,589.0,"['Action', 'Thriller', 'Comedy', 'Crime']","['New Line Cinema', 'Angry Films']",['United States of America'],"['English', 'Italiano']",2007,54999
False,30000000,en,8.913338,129266061.0,123.0,Atonement,7.4,1075.0,"['Drama', 'Romance']","['Universal Pictures', 'Studio Canal', 'Relativity Media', 'Working Title Films']","['United Kingdom', 'France', 'United States of America']","['English', 'Français']",2007,55052
False,51500000,en,9.897909,55112356.0,100.0,Eastern Promises,7.2,867.0,"['Thriller', 'Crime', 'Mystery']","['BBC Films', 'Serendipity Point Films', 'Téléfilm Canada', 'Astral Media', 'Scion Films', 'Focus Features', 'Corus Entertainment', 'Shine Pictures', 'Kudos Film and Television']","['United Kingdom', 'United States of America', 'Canada']","['English', 'Pусский', 'Türkçe', 'Український', 'اردو']",2007,55118
False,45000000,en,3.009134,148412065.0,94.0,Resident Evil: Extinction,6.1,1308.0,"['Horror', 'Action', 'Science Fiction']","['Impact Pictures', 'Davis-Films', 'Constantin Film Produktion', 'Resident Evil Productions']","['Australia', 'France', 'Germany', 'United Kingdom', 'United States of America']",['English'],2007,55232
False,25000000,en,7.456047,59192128.0,101.0,Good Luck Chuck,5.6,454.0,['Comedy'],"['Lionsgate', 'Karz Entertainment', 'Province of British Columbia Production Services Tax Credit', 'Milestone Entertainment', 'Alberta Film Development Program of the Alberta Government', 'Chuck Productions']","['Canada', 'United States of America']",['English'],2007,55245
False,15000000,en,15.423538,56255142.0,148.0,Into the Wild,7.8,3139.0,"['Adventure', 'Drama']","['Paramount Vantage', 'River Road Entertainment', 'Art Linson Productions', 'Into the Wild']",['United States of America'],"['Dansk', 'English']",2007,55247
False,22000000,en,9.627676,147880543.0,110.0,The Game Plan,6.0,434.0,"['Comedy', 'Family']","['Walt Disney Pictures', 'Mayhem Pictures', 'Monkey Dance Productions']",['United States of America'],['English'],2007,55250
False,60000000,en,9.149612,127766650.0,116.0,The Heartbreak Kid,5.7,414.0,['Comedy'],"['Conundrum Entertainment', 'Davis Entertainment', 'DreamWorks Pictures', 'Radar Pictures']",['United States of America'],"['English', 'Español']",2007,55261
False,25000000,en,8.936547,68377859.0,98.0,Dan in Real Life,6.5,363.0,"['Comedy', 'Romance', 'Drama']","['Touchstone Pictures', 'Focus Features', 'Jon Shestack Productions']",['United States of America'],['English'],2007,55267
False,16000000,en,6.493474,24377151.0,91.0,The Darjeeling Limited,7.1,876.0,"['Adventure', 'Drama', 'Comedy']","['Fox Searchlight Pictures', 'Scott Rudin Productions']",['United States of America'],"['English', 'हिन्दी', 'Deutsch', '']",2007,55269
False,21000000,en,7.572144,54926886.0,117.0,We Own the Night,6.5,327.0,"['Drama', 'Crime', 'Thriller']","['Columbia Pictures', 'Industry Entertainment']",['United States of America'],"['English', 'Pусский']",2007,55272
False,55000000,en,7.608243,74237563.0,114.0,Elizabeth: The Golden Age,6.6,310.0,"['Drama', 'History', 'Romance']","['Universal Pictures', 'StudioCanal', 'Working Title Films']",['United Kingdom'],"['svenska', 'English', 'Español']",2007,55274
False,25000000,en,7.857078,92991835.0,119.0,Michael Clayton,6.6,508.0,"['Drama', 'Mystery', 'Crime']","['Castle Rock Entertainment', 'Mirage Enterprises', 'Section Eight Productions']",['United States of America'],['English'],2007,55276
False,12000000,en,8.025118,11293663.0,106.0,Lars and the Real Girl,7.1,517.0,"['Comedy', 'Romance', 'Drama']","['Sidney Kimmel Entertainment', 'Metro-Goldwyn-Mayer (MGM)', 'Lars Productions']",['United States of America'],"['English', 'Español']",2007,55280
False,19000000,en,6.148516,34619699.0,113.0,Gone Baby Gone,7.2,1034.0,"['Crime', 'Drama', 'Mystery']","['Miramax Films', 'The Ladd Company']",['United States of America'],['English'],2007,55290
False,30000000,en,10.111313,14711793.0,160.0,The Assassination of Jesse James by the Coward Robert Ford,7.0,792.0,"['Action', 'Drama', 'Western']","['Plan B Entertainment', 'Virtual Studios', 'Scott Free Productions', 'Alberta Film Entertainment', 'Warner Bros.', 'Jesse Films Inc.']","['Canada', 'United Kingdom', 'United States of America']",['English'],2007,55363
False,10000000,en,12.233863,139352633.0,93.0,Saw IV,5.9,938.0,"['Horror', 'Thriller', 'Crime']","['Lions Gate Films', 'Twisted Pictures']",['United States of America'],['English'],2007,55577
False,100000000,en,9.644542,266465037.0,157.0,American Gangster,7.4,1527.0,"['Drama', 'Crime']","['Imagine Entertainment', 'Universal Pictures', 'Scott Free Productions', 'Relativity Media', 'Film Rites']","['United Kingdom', 'United States of America']",['English'],2007,55765
False,150000000,en,8.774374,287594577.0,91.0,Bee Movie,5.7,1208.0,"['Family', 'Animation', 'Adventure', 'Comedy']","['Pacific Data Images (PDI)', 'DreamWorks Animation']",['United States of America'],['English'],2007,55768
False,18000000,en,9.309967,25005257.0,117.0,Before the Devil Knows You're Dead,6.9,359.0,"['Crime', 'Drama', 'Thriller']","['Capitol Films', 'Linsefilm', 'Unity Productions', 'Michael Cerenzie Productions', 'Funky Buddha Productions']",['United States of America'],['English'],2007,55805
False,14000000,fr,11.090265,19777647.0,112.0,The Diving Bell and the Butterfly,7.5,290.0,['Drama'],"['The Kennedy/Marshall Company', 'Pathé Renn Productions', 'Canal+', 'CinéCinéma', 'C.R.R.A.V. Nord Pas de Calais', 'Région Nord-Pas-de-Calais']","['France', 'United States of America']",['Français'],2007,55814
False,25000000,en,15.565484,171600000.0,122.0,No Country for Old Men,7.7,3083.0,"['Crime', 'Drama', 'Thriller']","['Miramax Films', 'Scott Rudin Productions', 'Paramount Vantage', 'Mike Zoss Productions']",['United States of America'],"['English', 'Español']",2007,55820
False,25000000,en,8.874048,66122026.0,114.0,August Rush,7.2,821.0,"['Family', 'Drama', 'Music']","['Warner Bros.', 'CJ Entertainment', 'Southpaw Entertainment']",['United States of America'],['English'],2007,55872
False,70000000,en,9.951195,195735876.0,115.0,Beowulf,5.5,855.0,"['Adventure', 'Action', 'Animation']","['Paramount Pictures', 'Shangri-La Entertainment', 'ImageMovers', 'Paramount Animation']",['United States of America'],['English'],2007,55995
False,18000000,en,8.435642,57096190.0,126.0,The Mist,6.7,1438.0,"['Science Fiction', 'Horror', 'Thriller']","['Darkwoods Productions', 'Dimension Films']",['United States of America'],['English'],2007,56145
False,85000000,en,11.447798,340487652.0,107.0,Enchanted,6.6,1512.0,"['Comedy', 'Family', 'Fantasy', 'Romance']","['Walt Disney Pictures', 'Josephson Entertainment', 'Andalasia Productions', 'Right Coast Productions']",['United States of America'],['English'],2007,56152
False,24000000,en,13.765241,99965753.0,89.0,Hitman,5.9,982.0,"['Action', 'Crime', 'Drama', 'Thriller']","['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Anka Film', 'EuropaCorp', 'Daybreak Productions', 'Prime Universe Productions']","['France', 'United States of America']","['English', 'Pусский', 'Srpski']",2007,56156
False,86000000,en,7.076062,14373825.0,84.0,Awake,6.3,403.0,"['Thriller', 'Crime', 'Mystery']","['The Weinstein Company', 'Open City Films', 'GreeneStreet Films']",['United States of America'],"['日本語', 'English']",2007,56169
False,180000000,en,11.481379,372234864.0,113.0,The Golden Compass,5.8,1347.0,"['Adventure', 'Fantasy']","['New Line Cinema', 'Ingenious Film Partners', 'Depth of Field', 'Scholastic Productions']","['United Kingdom', 'United States of America']","['Íslenska', 'English', 'Pусский', 'Français']",2007,56171
False,150000000,en,11.379355,585349010.0,101.0,I Am Legend,6.9,4977.0,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']","['Village Roadshow Pictures', 'Original Film', 'Weed Road Pictures', 'Warner Bros.', 'Heyday Films', 'Overbrook Entertainment']",['United States of America'],['English'],2007,56174
False,60000000,en,11.805233,361366633.0,92.0,Alvin and the Chipmunks,5.5,1212.0,"['Comedy', 'Music', 'Family', 'Fantasy', 'Animation']","['Dune Entertainment', 'Regency Enterprises', 'Bagdasarian Productions']",['United States of America'],"['English', 'Español', 'Français', '日本語']",2007,56176
False,7500000,en,11.791591,231411584.0,96.0,Juno,7.0,2313.0,"['Comedy', 'Drama', 'Romance']","['Fox Searchlight Pictures', 'Mandate Pictures']",['United States of America'],['English'],2007,56367
False,45000000,en,9.070643,175372502.0,97.0,The Bucket List,7.0,1138.0,"['Drama', 'Comedy']","['Two Ton Films', 'Zadan / Meron Productions', 'Reiner / Greisman Productions']",['United States of America'],['English'],2007,56587
False,20000000,en,5.970067,73276047.0,128.0,The Kite Runner,7.3,405.0,['Drama'],"['DreamWorks SKG', 'MacDonald/Parkes Productions', 'Sidney Kimmel Entertainment', 'Neal Street Productions', 'China Film Co-Production Corporation', 'Wonderland Films', 'Participant Media', 'Ebeling Group', 'Beijing Happy Pictures Cultural Communications Co.', 'Kite Runner Holdings']","['China', 'United States of America']","['English', 'Português', 'پښتو', 'Pусский', 'اردو']",2007,56607
False,50000000,en,10.038401,152000000.0,116.0,Sweeney Todd: The Demon Barber of Fleet Street,7.0,1745.0,"['Drama', 'Horror', 'Music']","['Warner Bros.', 'DreamWorks Pictures', 'Tim Burton Productions', 'Zanuck Company, The', 'Parkes+MacDonald Image Nation']","['United Kingdom', 'United States of America']",['English'],2007,56757
False,130000000,en,12.854373,457363168.0,124.0,National Treasure: Book of Secrets,6.1,1782.0,"['Action', 'Adventure', 'Mystery', 'Thriller']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Saturn Films', 'Junction Entertainment', 'Sparkler Entertainment']",['United States of America'],"['Latin', 'English', 'Français']",2007,56775
False,25000000,en,8.200627,77208711.0,158.0,There Will Be Blood,7.9,1581.0,['Drama'],"['Miramax Films', 'Ghoulardi Film Company', 'Paramount Vantage']",['United States of America'],['English'],2007,56782
False,75000000,en,9.979162,119000410.0,102.0,Charlie Wilson's War,6.5,342.0,"['Comedy', 'Drama', 'History']","['Universal Pictures', 'Participant Productions', 'Playtone Production']",['United States of America'],"['العربية', 'English', 'Pусский', 'اردو', 'עִבְרִית']",2007,56788
False,40000000,en,10.793324,41797066.0,94.0,Aliens vs Predator: Requiem,4.9,758.0,"['Fantasy', 'Action', 'Science Fiction', 'Thriller', 'Horror']","['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Davis Entertainment', 'Brandywine Productions']",['United States of America'],['English'],2007,56801
False,40000000,en,5.083211,103071443.0,112.0,The Water Horse,6.3,293.0,"['Fantasy', 'Adventure', 'Family']","['Revolution Studios', 'Ecosse Films', 'Beacon Pictures', 'Walden Media']","['United States of America', 'United Kingdom', 'Australia']",['English'],2007,56915
False,30000000,en,10.304881,156835339.0,126.0,P.S. I Love You,7.0,1011.0,"['Drama', 'Romance']","['Wendy Finerman Productions', 'Alcon Entertainment', 'Grosvenor Park Productions']",['United States of America'],['English'],2007,56941
False,1500000,es,8.504511,30448000.0,78.0,[REC],7.1,954.0,"['Horror', 'Mystery']",['Filmax'],['Spain'],"['日本語', 'Español']",2007,57274
False,25000000,en,12.868098,170764026.0,85.0,Cloverfield,6.4,2297.0,"['Action', 'Thriller', 'Science Fiction']","['Paramount Pictures', 'Bad Robot']",['United States of America'],"['Pусский', 'English']",2008,57368
False,50000000,en,9.91556,113244290.0,92.0,Rambo,6.4,1009.0,"['Action', 'Thriller']","['Nu Image Films', 'Lionsgate', 'Millennium Films', 'Emmett/Furla Films', 'Equity Pictures Medienfonds GmbH & Co. KG IV']","['Germany', 'United States of America']","['English', '', 'ภาษาไทย']",2008,57528
False,30000000,en,6.416753,84646831.0,84.0,Meet the Spartans,3.8,370.0,['Comedy'],"['Regency Enterprises', 'New Regency Pictures']",['United States of America'],['English'],2008,57532
False,12000000,en,8.233662,56309766.0,98.0,The Eye,5.5,284.0,"['Drama', 'Horror', 'Thriller']","['Paramount Vantage', 'VN Productions']",['United States of America'],"['Español', 'English']",2008,57534
False,85000000,en,11.928661,160388063.0,120.0,Hellboy II: The Golden Army,6.5,1555.0,"['Adventure', 'Fantasy', 'Science Fiction']","['Universal Pictures', 'Dark Horse Entertainment', 'Lawrence Gordon Productions', 'Mid Atlantic Films', 'Relativity Media', 'Internationale Filmproduktion Eagle']","['Germany', 'United States of America']",['English'],2008,57640
False,15000000,en,9.895652,34533783.0,107.0,In Bruges,7.4,1414.0,"['Comedy', 'Drama', 'Crime']","['Blueprint Pictures', 'Scion Films', 'Focus Features', 'Twins Financing']","['United Kingdom', 'United States of America']",['English'],2008,57669
False,70000000,en,9.4548,111231041.0,112.0,Fool's Gold,5.4,454.0,"['Romance', 'Comedy', 'Adventure']","['De Line Pictures', 'Warner Bros.']",['United States of America'],['English'],2008,57951
False,85000000,en,11.03897,222231186.0,88.0,Jumper,5.9,1855.0,"['Adventure', 'Fantasy', 'Science Fiction']","['Dune Entertainment', 'Hypnotic', 'New Regency Pictures']","['Canada', 'United States of America']",['Français'],2008,58025
False,40000000,en,7.001645,151161491.0,90.0,Vantage Point,6.3,731.0,"['Drama', 'Action', 'Thriller', 'Crime']","['Columbia Pictures', 'Original Film', 'Kanzaman', 'Relativity Media', 'Art In Motion']",['United States of America'],"['Español', 'English']",2008,58103
False,90000000,en,11.133784,162839667.0,95.0,The Spiderwick Chronicles,6.3,593.0,"['Adventure', 'Family', 'Fantasy']","['Paramount Pictures', 'The Kennedy/Marshall Company']",['United States of America'],['English'],2008,58105
False,20000000,en,8.732701,64822796.0,112.0,The Bank Job,6.6,708.0,"['Thriller', 'Crime', 'Drama']","['Atlas Entertainment', 'Mosaic Media Group', 'Omnilab Media', 'Relativity Media', 'Skyline (Baker St)']","['Australia', 'United Kingdom', 'United States of America']",['English'],2008,58295
False,30000000,en,13.436536,22211426.0,108.0,Doomsday,5.8,374.0,"['Action', 'Thriller', 'Science Fiction']","['Rogue Pictures', 'Intrepid Pictures', 'Scion Films', 'Moonlighting Films', 'Internationale Filmproduktion Blackbird Dritte', 'Crystal Sky Pictures']","['Germany', 'United Kingdom', 'United States of America', 'South Africa']",['English'],2008,58297
